Marketing Channel,Purchase Platform,Product_Name,Region,AccountCreationMethod,Currency,CountryCode,Order_id,ProductID,User_id,Price_numeric,Price_,Purchase Ts,Created On,Ship Ts,Delivery Ts,Refund Ts,Time_To_ship
Direct,Mobile Web,  Electronics - Screen Protector  ,<function <lambda> at 0x7eee915b4860>,<function <lambda> at 0x7eee90f8bc40>,USD,US,ORD00091009,PROD1812,USER0000003,139.64,USD 139.64,2024-07-30 00:00:00,2024-07-30 00:00:00,2024-07-31 00:00:00,2024-08-03 00:00:00,,1.0
Organic Search,Desktop,Electronics - Screen Protector,Europe,Facebook OAuth,GBP,GB,ORD00009798,PROD6064,USER0000002,90.66,GBP 90.66,2019-03-29 00:00:00,2019-01-01 00:00:00,2019-03-30 00:00:00,2019-04-06 00:00:00,,1.0
Social Media - Facebook,Desktop,Fashion - T-Shirt,Asia Pacific,Email,AUD,AU,ORD00056272,PROD3898,USER0000006,46.38,AUD 46.38,2020-12-05 00:00:00,2020-07-31 00:00:00,,,,
Social Media-Facebook,Desktop,Electronics - Keyboard,Europe,Google OAuth,EUR,ES,ORD00041553,PROD1532,USER0000059,98.81,EUR 98.81,04/02/2020,2020-03-27 00:00:00,2020-04-04 00:00:00,2020-04-09 00:00:00,,2.0
Organic Search,Mobile Web,Sports - Yoga Mat,Europe,Email,EUR,DE,ORD00088302,PROD9114,USER0000002,101.99,EUR 101.99,2023-12-22 00:00:00,2023-12-10 00:00:00,2023-12-26 00:00:00,2024-01-01 00:00:00,,4.0
Paid Search,Mobile App,Electronics - Keyboard,Middle East,Google OAuth,AED,AE,ORD00010275,PROD3003,USER0000002,383.57,AED 383.57,2019-04-03 00:00:00,2019.01.01,2019-04-06 00:00:00,15-04-2019,,3.0
Direct,Desktop,Fashion - Dress,Asia Pacific,<function <lambda> at 0x7eee90f8bc40>,SGD,SG,ORD00057154,PROD1747,USER0000002,54.01,SGD 54.01,2020-12-22 00:00:00,2020-12-22 00:00:00,2020-12-24 00:00:00,2021-01-03 00:00:00,,2.0
Organic Search,Desktop,Fashion - Jeans,Europe,Google OAuth,EUR,ES,ORD00008464,PROD8274,USER0000002,65.07,EUR 65.07,2019-03-17 00:00:00,2019-03-12 00:00:00,,,,
Direct,Desktop,Home - Coffee Maker,Africa,Facebook OAuth,NGN,NG,ORD00003926,PROD5684,USER0000003,87167.14,NGN 87167.14,2019-02-04 00:00:00,01/02/2019,2019-02-08 00:00:00,02/15/2019,,4.0
Social Media - Facebook,Mobile Web,Food - Coffee Beans,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00027739,PROD7831,USER0000002,54.33,USD 54.33,10/04/2019,2019-07-25 00:00:00,2019-10-06 00:00:00,2019-10-10 00:00:00,,2.0
Organic Search,Mobile App,Home - Storage Basket,Europe,Facebook OAuth,EUR,DE,ORD00022162,PROD8882,USER0000002,47.51,47.51,2019-08-01 00:00:00,2019-01-01 00:00:00,2019-08-02 00:00:00,2019.08.08,,1.0
Organic Search,Mobile App,Sports - Dumbbells,Europe,Apple ID,EUR,,ORD00074267,PROD7307,USER0000009,137.19,EUR 137.19,2022-02-27 00:00:00,2022-01-24 00:00:00,2022-03-01 00:00:00,2022-03-07 00:00:00,2022-02-11,2.0
Organic Search,Desktop,Books - Cookbook,Europe,Apple ID,EUR,ES,ORD00047021,PROD4731,USER0000022,28.49,EUR 28.49,2020-06-25 00:00:00,2020-05-24 00:00:00,26-06-2020,2020-07-01 00:00:00,,1.0
Social Media - Facebook,Mobile Web,Beauty - Face Mask,Europe,Email,GBP,GB,ORD00021947,PROD7078,USER0000002,16.63,GBP 16.63,2019-07-30 00:00:00,2019-06-16 00:00:00,2019-07-31 00:00:00,2019-08-04 00:00:00,,1.0
Organic Search,Desktop,Food - Hot Sauce,Europe,Apple ID,EUR,DE,ORD00066897,PROD4647,USER0000011,19.29,EUR 19.29,2021-07-28 00:00:00,2021-03-15 00:00:00,2021-07-30 00:00:00,2021-08-03 00:00:00,,2.0
Paid Search,Desktop,Electronics - HDMI Cable,Europe,Email,EUR,ES,ORD00071487,PROD5136,USER0000014,56.78,EUR 56.78,2021.12.02,2021-10-21 00:00:00,,,,
Paid Search,Desktop,Beauty - Face Mask,Europe,Google OAuth,EUR,FR,ORD00091033,PROD2744,USER0000002,50.68,EUR 50.68,2024-08-02 00:00:00,2024-07-27 00:00:00,,,,
Social Media - Instagram,Desktop,Fashion - Scarf,<function <lambda> at 0x7eee915b4860>,<function <lambda> at 0x7eee90f8bc40>,USD,US,ORD00074421,PROD5578,USER0000002,68.07,USD 68.07,2022-03-05 00:00:00,2022-03-05 00:00:00,2022.03.06,2022-03-09 00:00:00,,1.0
Direct,Desktop,Toys - Puzzle,Africa,Email,ZAR,ZA,ORD00070442,PROD1651,USER0000002,1750.16,ZAR 1750.16,2021-11-01 00:00:00,2021-09-01 00:00:00,2021-11-02 00:00:00,2021-11-10 00:00:00,,1.0
Social Media - Facebook,Mobile App,Electronics - Smart Watch,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00080793,PROD4062,USER0003123,107.06,USD 107.06,2022-11-02 00:00:00,2022-10-23 00:00:00,2022-11-03 00:00:00,2022-11-06 00:00:00,,1.0
Organic Search,Desktop,Fashion - Hoodie,Europe,Email,EUR,FR,ORD00055809,PROD3546,USER0000055,43.03,EUR 43.03,2020-11-26 00:00:00,2020.11.24,2020-11-27 00:00:00,2020-12-02 00:00:00,,1.0
Organic Search,Desktop,Fashion - Sneakers,Europe,Email,EUR,DE,ORD00096616,PROD7134,USER0000004,77.23,EUR 77.23,2025-12-31 00:00:00,2025-10-18 00:00:00,2026-01-01 00:00:00,2026.01.08,,1.0
SMS Marketing,Mobile Web,Home - Storage Basket,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00098641,PROD2222,USER0000003,70.71,USD 70.71,31-12-2025,2025-11-02 00:00:00,2026-01-04 00:00:00,01/06/2026,,4.0
Social Media - Instagram,Mobile Web,Electronics - Bluetooth Speaker,Europe,Email,EUR,ES,ORD00035110,PROD8660,USER0000002,83.79,EUR 83.79,2020-01-02 00:00:00,2019-12-03 00:00:00,2020-01-06 00:00:00,2020-01-11 00:00:00,,4.0
Email Marketing,Mobile Web,Fashion - Hat,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00019749,PROD8837,USER0000002,42.87,USD 42.87,2019-07-06 00:00:00,2019-05-20 00:00:00,2019-07-09 00:00:00,2019-07-12 00:00:00,,3.0
Paid Search,Mobile Web,Fashion - Belt,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00059659,PROD6062,USER0000002,41.56,USD 41.56,2021-02-12 00:00:00,2021-02-03 00:00:00,2021-02-13 00:00:00,2021-02-16 00:00:00,,1.0
Organic Serach,Desktop,Electronics - Phone Case,Europe,Email,EUR,ES,ORD00030315,PROD3031,USER0000002,105.55,EUR 105.55,2019-11-04 00:00:00,10/31/2019,2019-11-09 00:00:00,2019-11-14 00:00:00,,5.0
Direct,Mobile Web,Electronics - Keyboard,Asia Pacific,Email,NZD,NZ,ORD00000529,PROD9818,USER0000054,407.5,NZD 407.50,05-01-2019,2019-01-01 00:00:00,,,,
organic search,Desktop,Electronics - Screen Protector,Europe,Facebook OAuth,EUR,ES,ORD00002370,PROD3362,USER0000019,84.87,EUR 84.87,21-01-2019,2019-01-03 00:00:00,,,2019-01-29 00:00:00,
Social Media - Facebook,Desktop,Beauty - Perfume,Asia Pacific,<function <lambda> at 0x7eee90f8bc40>,AUD,AU,ORD00012570,PROD9242,USER0000002,34.08,AUD 34.08,2019-04-25 00:00:00,2019-04-25 00:00:00,,,,
Paid Search,Desktop,Fashion - Socks,<function <lambda> at 0x7eee915b4860>,Phone,USD,US,ORD00044416,PROD9647,USER0002502,44.79,USD 44.79,05/15/2020,2020-04-19 00:00:00,,,,
Email Marketing,Mobile Web,Electronics - Phone Case,  <function <lambda> at 0x7eee915b4860>  ,Email,USD,US,ORD00057440,PROD8828,USER0000015,63.61,USD 63.61,2020-12-27 00:00:00,08/19/2020,,,,
Organic Search,Mobile Web,Fashion - Belt,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00078949,PROD3109,USER0000373,56.77,USD 56.77,2022-08-17 00:00:00,2022.08.03,2022-08-19 00:00:00,2022-08-22 00:00:00,,2.0
Organic Search,Desktop,Sports - Dumbbells,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00035400,PROD6144,USER0000004,137.1,USD 137.10,2020-01-06,2019.10.19,2020-01-07 00:00:00,2020-01-11 00:00:00,,1.0
Organic Search,Desktop,Food - Coffee Beans,Europe,<function <lambda> at 0x7eee90f8bc40>,GBP,GB,ORD00076763,PROD1367,USER0000002,47.4,GBP 47.40,2022-05-25 00:00:00,2022-05-25 00:00:00,2022-05-27 00:00:00,2022-06-01 00:00:00,,2.0
Organic Search,Mobile Web,Food - Hot Sauce,Europe,Google OAuth,GBP,GB,ORD00031771,PROD4542,USER0000003,19.51,GBP 19.51,2019-11-22 00:00:00,2019-06-04 00:00:00,2019-11-24 00:00:00,2019-11-28 00:00:00,,2.0
Email Marketing,Mobile Web,Fashion - Belt,Europe,Facebook OAuth,EUR,ES,ORD00098785,PROD6373,USER0000002,74.69,EUR 74.69,31-12-2025,2025-12-19 00:00:00,2026-01-03 00:00:00,2026-01-07 00:00:00,2026-01-09 00:00:00,3.0
Organic Search,Desktop,Sports - Resistance Bands,Europe,Facebook OAuth,EUR,DE,ORD00073252,PROD4945,USER0000019,57.84,57.84,2022-01-25 00:00:00,2022-01-02 00:00:00,2022-01-27 00:00:00,2022-01-31 00:00:00,,2.0
Organic Search,Mobile Web,Fashion - T-Shirt,Asia Pacific,Google OAuth,JPY,JP,ORD00070561,PROD9002,USER0000003,8855.92,JPY 8855.92,2021-11-05 00:00:00,2021-11-05 00:00:00,,,,
Direct,Desktop,Books - Self-Help Book,<function <lambda> at 0x7eee915b4860>,Email,USD,,ORD00061924,PROD9815,USER0000002,32.47,USD 32.47,2021-04-02 00:00:00,2021-03-05 00:00:00,2021-04-10 00:00:00,2021-04-14 00:00:00,,8.0
Social Media - Instagram,Desktop,Electronics - Wireless Earbuds,<function <lambda> at 0x7eee915b4860>,Google OAuth,CAD,CA,ORD00088310,PROD9518,USER0000002,75.52,CAD 75.52,2023-12-22 00:00:00,2023-12-09 00:00:00,,,,
Paid Search,Desktop,Fashion - T-Shirt,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00033072,PROD7220,USER0000002,71.82,USD 105.35,2019-12-07 00:00:00,2019-08-08 00:00:00,12/10/2019,2019-12-14 00:00:00,2020-01-13 00:00:00,3.0
Organic Search,Mobile App,Beauty - Serum,Europe,Email,GBP,GB,ORD00049478,PROD8731,USER0000002,37.05,GBP 37.05,2020-08-05 00:00:00,2020-06-09 00:00:00,2020-08-07 00:00:00,2020-08-12 00:00:00,,2.0
Organic Search,Mobile Web,Home - Storage Basket,<function <lambda> at 0x7eee915b4860>,Email,CAD,CA,ORD00065021,PROD1304,USER0000007,74.87,CAD 74.87,2021-06-12 00:00:00,2021-02-16 00:00:00,2021.06.21,2021-06-25 00:00:00,,9.0
Social Media - TikTok,Mobile App,Sports - Yoga Mat,Europe,Facebook OAuth,EUR,,ORD00030789,PROD3063,USER0000018,69.68,69.68,2019-11-10 00:00:00,2019-09-08 00:00:00,,,,
Social Media - Facebook,Mobile App,Sports - Water Bottle,Asia Pacific,Google OAuth,AUD,AU,ORD00004598,PROD9185,USER0000002,142.43,AUD 142.43,2019.02.10,01/01/2019,,,2019-02-28 00:00:00,
Direct,Desktop,Electronics - USB Cable,Asia Pacific,Email,INR,IN,ORD00021327,PROD2147,USER0000002,7891.64,INR 7891.64,2019-07-24 00:00:00,05/01/2019,,,,
Social Media - Instagram,Desktop,Beauty - Face Moisturizer,Asia Pacific,Email,AUD,AU,ORD00091816,PROD2079,USER0000003,102.66,AUD 102.66,2024-10-17 00:00:00,2024-10-01 00:00:00,2024-10-19 00:00:00,2024-10-24 00:00:00,,2.0
Organic Search,Mobile Web,Home - Curtains,Asia Pacific,Email,SGD,SG,ORD00044309,PROD2733,USER0000004,104.7,SGD 104.70,2020-05-13 00:00:00,2020-03-06 00:00:00,2020-05-15 00:00:00,2020.05.20,,2.0
Direct,Desktop,Sports - Protein Powder,Asia Pacific,Email,INR,IN,ORD00061345,PROD9848,USER0000002,5355.93,INR 5355.93,2021-03-20 00:00:00,2021-01-29 00:00:00,,,,
Social Media - Instagram,Mobile Web,Fashion - Belt,Europe,Google OAuth,EUR,IT,ORD00009471,PROD3621,USER0000002,90.95,EUR 90.95,2019-03-26 00:00:00,2019-01-12 00:00:00,,,,
Organic Search,Desktop,Fashion - Sunglasses,Europe,<function <lambda> at 0x7eee90f8bc40>,EUR,FR,ORD00058542,PROD1123,USER0000043,87.69,EUR 87.69,2021-01-19 00:00:00,2021-01-19 00:00:00,2021-01-23 00:00:00,2021-01-28 00:00:00,,4.0
Paid Search,Desktop,Home - Coffee Maker,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00055693,PROD2534,USER0000003,122.85,USD 122.85,2020-11-24 00:00:00,2020-11-15 00:00:00,11/26/2020,29-11-2020,,2.0
Email Marketing,Mobile Web,Home - Picture Frame,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00086130,,USER0000002,150.0,USD 150.00,05-08-2023,2023-05-15 00:00:00,2023.08.09,2023-08-11 00:00:00,,4.0
Organic Search,Mobile Web,Beauty - Body Lotion,Asia Pacific,Google OAuth,SGD,SG,ORD00019172,PROD5565,USER0000002,67.94,SGD 67.94,2019-06-30 00:00:00,2019-06-07 00:00:00,2019-07-03 00:00:00,2019-07-09 00:00:00,,3.0
Email Marketing,Desktop,Electronics - Portable Charger,  Asia Pacific  ,Email,INR,IN,ORD00047672,PROD7980,USER0000003,5838.09,5838 INR,2020-07-06 00:00:00,2020-06-26 00:00:00,08-07-2020,2020-07-14 00:00:00,,2.0
Paid Search,Mobile App,Fashion - Dress,Europe,Email,GBP,GB,ORD00047148,PROD4967,USER0000008,91.34,GBP 91.34,2020-06-27 00:00:00,2020-04-24 00:00:00,2020-06-28 00:00:00,2020-07-01 00:00:00,2020-07-08 00:00:00,1.0
Organic Search,Mobile Web,Sports - Running Shoes,Europe,Email,GBP,GB,ORD00064974,PROD9303,USER0000101,74.58,GBP 74.58,11-06-2021,2021-06-01 00:00:00,2021-06-15 00:00:00,06/19/2021,,4.0
Affiliate,Mobile App,Home - Picture Frame,Asia Pacific,Facebook OAuth,AUD,AU,ORD00010653,PROD7923,USER0000004,76.96,AUD 76.96,2019-04-06,2019-02-08 00:00:00,2019-04-08 00:00:00,2019-04-16 00:00:00,,2.0
Organic Search,Mobile App,Electronics - Screen Protector,Europe,Email,EUR,FR,ORD00094934,PROD7147,USER0000002,108.26,EUR 108.26,2025-11-23 00:00:00,2025-09-24 00:00:00,,,,
  Email Marketing  ,Desktop,Electronics - Portable Charger,Europe,Email,EUR,FR,ORD00051433,PROD5126,USER0000005,90.25,EUR 90.25,2020-09-07 00:00:00,2020-08-10 00:00:00,2020-09-10 00:00:00,2020-09-16 00:00:00,,3.0
Organic Search,Mobile Web,Beauty - Nail Polish,Middle East,Google OAuth,SAR,SA,ORD00019466,PROD1818,USER0000008,239.56,SAR 239.56,03-07-2019,2019-06-08 00:00:00,2019-07-09 00:00:00,2019-07-16 00:00:00,,6.0
Organic Search,Mobile Web,Fashion - Sneakers,<function <lambda> at 0x7eee915b4860>,<function <lambda> at 0x7eee90f8bc40>,USD,US,ORD00064560,PROD5640,USER0000006,107.34,USD 107.34,2021-06-02 00:00:00,2021-06-02 00:00:00,2021-06-04 00:00:00,06/07/2021,,2.0
Social Media - Facebook,Desktop,Electronics - Keyboard,<function <lambda> at 0x7eee915b4860>,<function <lambda> at 0x7eee90f8bc40>,USD,US,ORD00065264,PROD9504,USER0000002,164.86,USD 164.86,06/18/2021,2021-06-18 00:00:00,2021-06-20 00:00:00,2021-06-25 00:00:00,,2.0
Direct,Desktop,Fashion - Jacket,Europe,Google OAuth,EUR,ES,ORD00016741,PROD5731,USER0000002,110.4,EUR 110.40,2019-06-05 00:00:00,2019-05-04 00:00:00,2019-06-07 00:00:00,2019-06-14 00:00:00,,2.0
Paid Search,Mobile Web,Fashion - Hoodie,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00047654,PROD9725,USER0000002,11617.0,USD 116.17,2020-07-05 00:00:00,2020-03-04 00:00:00,2020-07-08 00:00:00,2020-07-12 00:00:00,,3.0
Paid Search,Desktop,Food - Hot Sauce,Europe,Facebook OAuth,EUR,FR,ORD00059876,PROD2938,USER0000003,26.73,EUR 26.73,2021-02-16 00:00:00,2020-12-02 00:00:00,2021-02-18 00:00:00,2021-02-25 00:00:00,,2.0
Direct,Mobile App,Toys - Puzzle,Europe,Google OAuth,EUR,IT,ORD00099859,PROD6627,USER0000002,92.0,EUR 92.00,2025-12-31 00:00:00,2025-06-28 00:00:00,2026-01-02 00:00:00,2026-01-07 00:00:00,,2.0
Social Media - Facebook,Desktop,Electronics - Smart Watch,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00089282,PROD4761,USER0000003,187.19,USD 187.19,2024-03-02 00:00:00,2024-02-03 00:00:00,2024-03-03 00:00:00,2024-03-07 00:00:00,,1.0
Affiliate,Desktop,Beauty - Lipstick,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00069446,PROD6811,USER0000005,80.0,USD 80.00,2021-10-04 00:00:00,2021-09-01 00:00:00,,,2025-06-15 00:00:00,
Paid Search,Mobile Web,Beauty - Lipstick,<function <lambda> at 0x7eee915b4860>,Apple ID,USD,US,ORD00099269,PROD4746,USER0000002,43.97,USD 43.97,2025.12.31,2025-11-25 00:00:00,2026-01-01 00:00:00,2026-01-04 00:00:00,,1.0
Social Media - Facebook,Desktop,Home - Towel Set,Europe,Email,EUR,ES,ORD00018705,PROD4008,USER0000002,75.33,EUR 75.33,25-06-2019,2019-06-05 00:00:00,,,,
Paid Search,Desktop,Electronics - Wireless Earbuds,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00085240,PROD7275,USER0000002,212.65,USD 212.65,2023-06-11 00:00:00,2023-05-28 00:00:00,,,,
Social Media - Facebook,Mobile App,Food - Coffee Beans,Asia Pacific,Email,SGD,SG,ORD00081456,PROD7766,USER0000006,68.75,SGD 68.75,2022-12-02 00:00:00,06-10-2022,2022-12-04 00:00:00,2022-12-10 00:00:00,,2.0
  Email Mrkting  ,Mobile Web,Sports - Water Bottle,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00002020,PROD3875,USER0000007,107.19,USD 107.19,2019-01-18 00:00:00,2019-01-01 00:00:00,,,,
Social Media - Instagram,Desktop,Food - Coffee Beans,  Asia Pacific  ,Google OAuth,AUD,AU,ORD00095915,PROD5358,USER0000004,63.21,AUD 63.21,2025-12-31 00:00:00,2025-11-12 00:00:00,2026-01-03 00:00:00,2026-01-07 00:00:00,,3.0
Paid Search,Desktop,Electronics - Phone Case,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00087883,PROD9008,USER0000003,187.43,USD 187.43,2023-11-21 00:00:00,11/21/2023,2023-11-23 00:00:00,2023-11-27 00:00:00,,2.0
Email Marketing,Desktop,Fashion - Jacket,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00000568,PROD9837,USER0000078,86.96,USD 86.96,2019-01-05 00:00:00,2019-01-01 00:00:00,2019-01-09 00:00:00,2019-01-14 00:00:00,,4.0
Podcast,Desktop,Electronics - Portable Charger,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00078693,PROD2860,USER0000002,42.18,USD 42.18,2022-08-07 00:00:00,2022-07-19 00:00:00,,,,
Organic Search,Mobile Web,Fashion - Belt,Asia Pacific,Apple ID,NZD,NZ,ORD00049998,PROD3603,USER0000014,81.83,NZD 81.83,2020-08-14 00:00:00,2020-07-04 00:00:00,2020-08-15 00:00:00,2020-08-19 00:00:00,,1.0
Email Marketing,Mobile Web,Electronics - Smart Watch,Asia Pacific,Google OAuth,JPY,JP,ORD00035199,PROD2034,USER0000002,9619.5,9619.50,2020-01-03 00:00:00,2019-08-25 00:00:00,2020.01.07,01/16/2020,,4.0
Social Media - Facebook,Mobile Web,Electronics - Bluetooth Speaker,Asia Pacific,Google OAuth,INR,,ORD00070023,PROD2681,USER0000002,13624.74,INR 13624.74,2021-10-19 00:00:00,2021-09-29 00:00:00,2021-10-20 00:00:00,2021-10-27 00:00:00,,1.0
Display Ads,Mobile Web,Fashion - Sunglasses,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00014405,PROD3850,USER0000004,92.74,USD 92.74,2019-05-13 00:00:00,2019-04-18 00:00:00,05/14/2019,2019-05-17 00:00:00,,1.0
Organic Search,Mobile Web,Home - Rug,Europe,Apple ID,GBP,GB,ORD00030280,PROD3110,USER0000002,118.5,GBP 118.50,2019-11-04 00:00:00,2019-09-21 00:00:00,2019-11-07 00:00:00,2019-11-11 00:00:00,2019-11-16 00:00:00,3.0
Direct,Desktop,Beauty - Body Lotion,Middle East,Google OAuth,ILS,IL,ORD00051098,PROD8224,USER0000004,138.16,ILS 138.16,2020-09-01 00:00:00,2020-08-19 00:00:00,2020-09-05 00:00:00,2020-09-14 00:00:00,,4.0
Organic Search,Mobile Web,Toys - Board Game,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00062514,PROD4406,USER0000002,53.12,USD 53.12,2021-04-15 00:00:00,2021-01-26 00:00:00,,,2025-06-15 00:00:00,
Organic Search,Mobile Web,Electronics - Bluetooth Speaker,Europe,Apple ID,EUR,FR,ORD00090419,PROD2863,USER0000003,70.06,EUR 70.06,2024-06-04 00:00:00,2024-05-10 00:00:00,2024-06-09 00:00:00,2024-06-15 00:00:00,,5.0
Organic Search,Desktop,Electronics - Smart Watch,Asia Pacific,Facebook OAuth,NZD,NZ,ORD00033093,PROD6896,USER0000002,202.46,NZD 202.46,2019-12-08 00:00:00,11/03/2019,,,,
Organic Search,Mobile Web,Books - Cookbook,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00056965,PROD5840,USER0000003,35.0,USD 35.00,2020-12-18 00:00:00,2020-11-05 00:00:00,2020-12-21 00:00:00,2020-12-25 00:00:00,,3.0
Organic Search,Mobile App,Fashion - Hat,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00094128,PROD5617,USER0000002,89.56,USD 89.56,2025-07-24 00:00:00,2025-07-22 00:00:00,2025-07-26 00:00:00,2025-07-31 00:00:00,,2.0
Paid Search,Desktop,Food - Protein Bar Box,<function <lambda> at 0x7eee915b4860>,Email,CAD,CA,ORD00025299,PROD3477,USER0000002,60.38,CAD 60.38,2019-09-05 00:00:00,2019-07-20 00:00:00,2019-09-07 00:00:00,2019-09-10 00:00:00,,2.0
Direct,Desktop,Electronics - Portable Charger,South America,Email,BRL,BR,ORD00054400,PROD6964,USER0000203,438.84,BRL 438.84,30-10-2020,2020-09-09 00:00:00,2020-11-02 00:00:00,2020-11-10 00:00:00,,3.0
Direct,Desktop,Sports - Protein Powder,<function <lambda> at 0x7eee915b4860>,<function <lambda> at 0x7eee90f8bc40>,CAD,CA,ORD00054161,PROD5990,USER0000005,132.33,CAD 132.33,2020-10-26 00:00:00,2020-10-26 00:00:00,2020.11.01,11/03/2020,,6.0
Organic Search,Desktop,Beauty - Serum,Europe,Google OAuth,EUR,ES,ORD00055416,PROD3956,USER0000002,34.75,EUR 34.75,11/18/2020,2020-09-30 00:00:00,2020-11-19 00:00:00,2020-11-24 00:00:00,,1.0
Organic Search,Desktop,Beauty - Perfume,Europe,Google OAuth,GBP,GB,ORD00088752,PROD8031,USER0000003,63.2,GBP 63.20,2024-01-24 00:00:00,2023.10.01,2024-01-27 00:00:00,2024-02-01 00:00:00,2024-02-04 00:00:00,3.0
Social Media - Facebook,Mobile Web,Toys - Puzzle,Asia Pacific,Google OAuth,JPY,JP,ORD00064266,PROD5756,USER0000002,11042.23,JPY 11042.23,2021-05-26 00:00:00,2021-05-22 00:00:00,27-05-2021,2021-06-01 00:00:00,,1.0
Direct,Mobile Web,Home - Candle,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00051459,PROD4851,USER0000002,101.09,USD 101.09,2020-09-08 00:00:00,2020-08-09 00:00:00,2020-09-09 00:00:00,13-09-2020,,1.0
Organic Search,Desktop,Electronics - Smart Watch,Asia Pacific,Google OAuth,AUD,AU,ORD00011279,PROD2979,USER0000002,216.65,AUD 216.65,2019-04-12 00:00:00,2019-01-01 00:00:00,2019-04-14 00:00:00,2019-04-20 00:00:00,,2.0
Paid Search,Desktop,Electronics - Wireless Earbuds,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00050909,PROD6560,USER0000036,138.85,USD 138.85,2020-08-29 00:00:00,2020-08-04 00:00:00,,,,
Social Media - Facebook,Desktop,Fashion - T-Shirt,<function <lambda> at 0x7eee915b4860>,Google OAuth,CAD,CA,ORD00079063,PROD7672,USER0000002,94.75,CAD 94.75,2022-08-21 00:00:00,2022-05-26 00:00:00,2022-08-26 00:00:00,2022-09-02 00:00:00,,5.0
Organic Search,Mobile Web,Electronics - Laptop Stand,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00098683,PROD9745,USER0000015,111.96,USD 111.96,2025-12-31 00:00:00,27-12-2025,2026-01-04 00:00:00,2026-01-10 00:00:00,,4.0
Social Media - Facebook,Mobile Web,Fashion - Belt,South America,Email,BRL,BR,ORD00028134,PROD9271,USER0000003,368.17,BRL 368.17,09-10-2019,08/31/2019,2019-10-10 00:00:00,2019-10-16 00:00:00,,1.0
Social Media - Instagram,Mobile Web,Toys - Doll,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00073433,PROD8888,USER0000005,45.25,USD 45.25,2022-01-31 00:00:00,2021-12-28 00:00:00,2022-02-02 00:00:00,2022-02-05 00:00:00,,2.0
organic search,Mobile Web,Toys - Doll,South America,Email,ARS,AR,ORD00077339,PROD3750,USER0000004,25168.19,ARS 25168.19,2022-06-16 00:00:00,27-04-2022,2022-06-19 00:00:00,2022-07-04 00:00:00,,3.0
Social Media - Facebook,Desktop,Books - Cookbook,Europe,Email,EUR,IT,ORD00015910,PROD5908,USER0000008,22.76,EUR 22.76,2019-05-28 00:00:00,2019-04-21 00:00:00,2019-06-01 00:00:00,2019-06-05 00:00:00,,4.0
Direct,Desktop,Beauty - Body Lotion,Asia Pacific,Google OAuth,JPY,JP,ORD00036052,PROD6838,USER0000002,5047.23,JPY 5047.23,2020-01-15 00:00:00,2019-11-28 00:00:00,2020-01-16 00:00:00,2020-01-22 00:00:00,,1.0
Organic Search,Mobile Web,Sports - Fitness Tracker,  <function <lambda> at 0x7eee915b4860>  ,Email,USD,US,ORD00072794,PROD4570,USER0000004,60.07,USD 60.07,2022-01-10 00:00:00,2022-01-06 00:00:00,,,,
Paid Search,Mobile Web,Sports - Protein Powder,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,,ORD00096949,PROD7270,USER0000003,93.0,USD 93.00,2025-12-31 00:00:00,2025-08-08 00:00:00,2026-01-02 00:00:00,2026-01-05 00:00:00,,2.0
Affiliate,Desktop,  Electronics - Smart Watch  ,Europe,Facebook OAuth,EUR,FR,ORD00091642,PROD4793,USER0000281,79.55,EUR 79.55,2024-09-29 00:00:00,2024-07-05 00:00:00,,,,
